Key,ShortKey,Source,Row,Module,Field,Role,CN,TH
Item_9916_Name,aGqV,d道具_Item_A.csv,13,Item,Name,,灵知制剂,สารสกัดญาณทัศนะ
Item_9916_Desc,aGqT,d道具_Item_A.csv,13,Item,Desc,,由弥萨格大学创始人研究出的，能够提升唤醒体能力的制剂。\n由银芯与秘药调配而成，呈现出一种特殊的颜色。,สารสกัดที่คิดค้นโดยผู้ก่อตั้งมหาวิทยาลัยมิธธาก สามารถเพิ่มพูนขีดความสามารถให้กับผู้ปลุกตื่นได้ \nตัวยาถูกปรุงขึ้นจากแกนเงินและยาสูตรลับ จนกลั่นออกมามีสีสันแปลกตา
Item_10056_Name,aCMJ,d道具_Item_A.csv,14,Item,Name,,同调率,ค่าความสัมพันธ์
Item_10056_Desc,aCMH,d道具_Item_A.csv,14,Item,Desc,,你们将彼此信任。\n守密人与唤醒体的精神同调程度。可以解锁更多唤醒体的档案故事。,พวกคุณจะมอบความเชื่อใจให้แก่กันและกัน\nระดับประสานจิตระหว่างผู้รักษาความลับและผู้ปลุกตื่นสามารถปลดล็อกเรื่องราวเพิ่มเติมในแฟ้มประวัติของผู้ปลุกตื่นได้
Item_10053_Name,aCMB,d道具_Item_A.csv,15,Item,Name,,演习徽章,เหรียญตราฝึกฝน
Item_10053_Desc,aCMz,d道具_Item_A.csv,15,Item,Desc,,简洁的银质徽章，上面篆刻弥萨格的标志。\n用以表彰在相位对弈中取得优异成绩的守密人，用以在交换商店中兑换物资。,เหรียญตราสีเงินเรียบง่าย แกะสลักเป็นรูปตราสัญลักษณ์ของมหาวิทยาลัยมิธธาก \nมอบเพื่อเชิดชูเกียรติให้แก่ผู้รักษาความลับที่ทำผลงานได้อย่างดีเยี่ยมในการประชัน Traphase สามารถใช้แลกเปลี่ยนได้ในร้านค้า
Item_9615_Name,aFVd,d道具_Item_A.csv,17,Item,Name,,根源沉淀,ตะกอนปฐมกาล
Item_9615_Desc,aFVb,d道具_Item_A.csv,17,Item,Desc,,它沉淀未知。\n根源浮沫脱水后的沉淀物。仔细保管，这可是弥萨格商店的硬通货。,ส่วนประกอบของมันยังคงเป็นปริศนา\nนี่คือตะกอนที่แห้งเหือดจากฟองของสระดำ โปรดเก็บรักษาไว้ให้ดี เพราะนี่คือสิ่งล้ำค่าที่ใช้แลกเปลี่ยนได้อย่างกว้างขวางในร้านค้ามิธธาก
Item_9607_Name,aFUx,d道具_Item_A.csv,18,Item,Name,,课题证明,หลักฐานงานวิจัย
Item_9607_Desc,aFUv,d道具_Item_A.csv,18,Item,Desc,,一些繁琐却不得不做的日常工作。\n批示报告所用的红色印章，用于提升课题纪录的进度，证明你是个从不偷懒的好学生。,หนึ่งในงานประจำวันอันแสนน่าเบื่อที่หลีกเลี่ยงไม่ได้\nตราประทับสีแดงที่ใช้สำหรับอนุมัติรายงาน ใช้สำหรับเพิ่มความคืบหน้าของหัวข้องานวิจัยเพื่อเป็นหลักฐานยืนยันว่าคุณคือศิษย์ที่ดีผู้ไม่เคยเกียจคร้าน
Item_119012_Name,bJxg,d道具_Item_A.csv,19,Item,Name,,预组经验,All Pick EXP
Item_119012_Desc,bJxf,d道具_Item_A.csv,19,Item,Desc,,预组经验达到一定值时，预组等级提升。可在相位对弈预组模式中获得。,เมื่อค่าประสบการณ์ All Pick ถึงระดับที่กำหนด เลเวล All Pick จะเพิ่มขึ้น สามารถได้รับจากโหมด All Pick ของ Traphase
Item_119011_Name,bJxe,d道具_Item_A.csv,20,Item,Name,,轮选经验,Draft Pick EXP
Item_119011_Desc,bJxd,d道具_Item_A.csv,20,Item,Desc,,轮选经验达到一定值时，轮选等级提升。可在相位对弈轮选模式中获得。,เมื่อค่าประสบการณ์ Draft Pick ถึงระดับที่กำหนด เลเวล Draft Pick จะเพิ่มขึ้น สามารถได้รับจากโหมด Draft Pick ของ Traphase
Item_118305_Name,bJxc,d道具_Item_A.csv,21,Item,Name,,深潜经验,EXP ดำดิ่งห้วงฝัน
Item_118305_Desc,bJxb,d道具_Item_A.csv,21,Item,Desc,,深潜经验达到一定值时，深潜等级提升。可在幻梦深潜中获得。,เมื่อค่าประสบการณ์ดำดิ่งห้วงฝันถึงระดับที่กำหนด เลเวลดำดิ่งห้วงฝันจะเพิ่มขึ้น สามารถได้รับจากโหมดดำดิ่งสู่ห้วงฝันลวงตา
Item_9542_Name,aFPJ,d道具_Item_A.csv,22,Item,Name,,融蚀之珠,ไข่มุก D
Item_9542_Desc,aFPH,d道具_Item_A.csv,22,Item,Desc,,被灾厄打磨的奇迹。\n通过每周试炼获得的稀有融蚀结晶，通体散发月光般的光泽。用以在交换商店中兑换物资。,ปาฏิหาริย์ที่ถูกขัดเกลาโดยภัยพิบัติ\nผลึกย่อยสลายหายากที่ได้รับจากการทดสอบรายสัปดาห์ ทั่วทั้งลูกส่องประกายเงางามราวกับแสงจันทร์ ใช้สำหรับแลกเปลี่ยนในร้านค้า
Item_20482_Name,aCRV,d道具_Item_A.csv,23,Item,Name,,调查徽章,เหรียญตราสืบสวน
Item_20482_Desc,aCRT,d道具_Item_A.csv,23,Item,Desc,,金闪闪的徽章，上面篆刻象征雷欧王国的蔷薇。在地下市场能卖个不错的好价钱。\n用以表彰在调查行动中取得优异成绩的守密人，用以在交换商店中兑换物资。,เหรียญตราสีทองอร่าม แกะสลักเป็นรูปกุหลาบซึ่งเป็นสัญลักษณ์แห่งอาณาจักรเลโอ สามารถนำไปขายได้ราคาดีทีเดียวในตลาดมืด\n มอบเพื่อเชิดชูเกียรติให้แก่ผู้รักษาความลับที่ทำผลงานได้อย่างดีเยี่ยมในภารกิจสืบสวน ใช้สำหรับแลกเปลี่ยนในร้านค้า
Item_20481_Name,aCRR,d道具_Item_A.csv,24,Item,Name,,黑色贡物,เครื่องบรรณาการทมิฬ
Item_20481_Desc,aCRP,d道具_Item_A.csv,24,Item,Desc,,扑通，扑通。\n散落在无光之境中的小小心脏，是「祂们」最爱的食物。\n用以交换命轮和无垢之芯等物资。,"ตึกตัก... ตึกตัก\n หัวใจดวงน้อยที่กระจัดกระจายอยู่ในดินแดนไร้แสง มันคืออาหารโปรดของ ""ท่าน"" เหล่านั้น... \n ใช้สำหรับแลกเปลี่ยนทรัพยากรต่าง ๆ เช่น กงล้อโชคชะตา, แกนบริสุทธิ์ และเสบียงอื่นๆ"
Item_10072_Name,aCNV,d道具_Item_A.csv,30,Item,Name,,应急灵知体,ญาณฉุกเฉิน
Item_10072_Desc,aCNT,d道具_Item_A.csv,30,Item,Desc,,「别担心，我们永远是你最坚实的后盾。」\n弥萨格大学珍贵的特殊装置。内含极强的精神力量，能在瞬间激发唤醒体的潜力，恢复其状态。\n每日 9 点，如果当前剩余次数小于 5，则可自动获得 1 次。,"""ไม่ต้องกังวล พวกเราจะเป็นที่พึ่งพิงอันมั่นคงที่สุดให้แก่คุณเสมอ""\nอุปกรณ์พิเศษล้ำค่าของมหาวิทยาลัยมิธธาก ภายในบรรจุพลังวิญญาณอันเข้มข้น สามารถกระตุ้นศักยภาพของร่างปลุกตื่นให้ตื่นขึ้นและฟื้นฟูสภาพร่างกายได้ในชั่วพริบตา\nทุกวันในเวลา 09:00 น. หากจำนวนครั้งคงเหลือปัจจุบันน้อยกว่า 5 จะได้รับสิทธิ์ใช้งานเพิ่มขึ้น 1 ครั้งโดยอัตโนมัติ"
Item_9803_Name,aGjh,d道具_Item_A.csv,31,Item,Name,,特批药剂,ยาเบิกจ่ายพิเศษ
Item_9803_Desc,aGjf,d道具_Item_A.csv,31,Item,Desc,,非常时期，当用非常手段。\n温柯尔特批的一批灵啡肽试剂，可帮助守密人快速恢复理智。\n使用后，补充120灵啡肽,ในยามวิกฤต จำต้องใช้วิธีการที่เด็ดขาด\nเมโนฟินชุดนี้ได้รับอนุมัติเป็นกรณีพิเศษจากคุณวิงเกิล เพื่อช่วยให้ผู้รักษาความลับฟื้นฟูสติสัมปชัญญะได้อย่างรวดเร็ว\n เมื่อใช้งานจะได้รับเมโนฟิน 120 หน่วย
Item_9719_Name,aGcR,d道具_Item_A.csv,32,Item,Name,,无垢之芯,แกนบริสุทธิ์
Item_9719_Desc,aGcP,d道具_Item_A.csv,32,Item,Desc,,无瑕的银芯结晶。\n提纯银芯后获得，可链接高位存在的意志。,ผลึกแกนเงินไร้ที่ติ\n ได้รับมาจากการสกัดแกนเงินจนบริสุทธิ์ สามารถใช้ลิงก์กับเจตจำนงของตัวตนระดับสูงได้
Item_9802_Name,aGjd,d道具_Item_A.csv,33,Item,Name,,流明之芯,แกนประกายแสง
Item_9802_Desc,aGjb,d道具_Item_A.csv,33,Item,Desc,,流光溢彩的银芯结晶。\n反复提纯银芯后获得，可链接高位存在的意志。,ผลึกแกนเงินที่ทอประกายแสงสีอันเจิดจ้า\n ได้รับจากการสกัดแกนเงินซ้ำแล้วซ้ำเล่าจนบริสุทธิ์ถึงขีดสุด สามารถใช้ลิงก์กับเจตจำนงของตัวตนระดับสูงได้
Item_21799_Name,aCSh,d道具_Item_A.csv,34,Item,Name,,密银交易凭证,พันธบัตรการค้ามิธริล
Item_21799_Desc,aCSf,d道具_Item_A.csv,34,Item,Desc,,请提供交易账户及密码。\n流通于王国地下市场的交易凭证，守密人可据此购入所需的稀有物资。,โปรดระบุบัญชีธุรกรรมและรหัสผ่าน\nเอกสารรับรองการค้าที่ใช้หมุนเวียนในตลาดมืดของอาณาจักร ผู้รักษาความลับสามารถใช้สิ่งนี้เพื่อซื้อทรัพยากรหายากที่ต้องการได้
Item_36782_Name,aCZR,d道具_Item_A.csv,35,Item,Name,,密银交易凭证,พันธบัตรการค้ามิธริล
Item_36782_Desc,aCZP,d道具_Item_A.csv,35,Item,Desc,,请提供交易账户及密码。\n流通于王国地下市场的交易凭证，守密人可据此购入所需的稀有物资。,โปรดระบุบัญชีธุรกรรมและรหัสผ่าน\nเอกสารรับรองการค้าที่ใช้หมุนเวียนในตลาดมืดของอาณาจักร ผู้รักษาความลับสามารถใช้สิ่งนี้เพื่อซื้อทรัพยากรหายากที่ต้องการได้
,,,—,,,,,
Item_10064_Name,aCNp,d道具_Item_A.csv,36,Item,Name,,灵知制剂Ⅰ,สารสกัดญาณทัศนะ I
Item_10064_Desc,aCNn,d道具_Item_A.csv,36,Item,Desc,,由弥萨格大学创始人研究出的，能够提升唤醒体能力的制剂。\n由银芯与秘药调配而成，呈现出一种奇异的色泽。\n可以为唤醒体提供500经验值。,สารสกัดที่คิดค้นโดยผู้ก่อตั้งมหาวิทยาลัยมิธธาก สามารถเพิ่มพูนขีดความสามารถให้กับผู้ปลุกตื่นได้ \nตัวยาถูกปรุงขึ้นจากแกนเงินและยาสูตรลับ จนกลั่นออกมาเป็นสีสันประหลาดตา\nมอบ EXP ผู้ปลุกตื่น 500 หน่วย
Item_9834_Name,aGkZ,d道具_Item_A.csv,37,Item,Name,,灵知制剂Ⅱ,สารสกัดญาณทัศนะ II
Item_9834_Desc,aGkX,d道具_Item_A.csv,37,Item,Desc,,由弥萨格大学创始人研究出的，能够提升唤醒体能力的制剂。由银芯与秘药调配而成，呈现出一种奇异的色泽。\n可以为唤醒体提供2000经验值。,"สารสกัดที่คิดค้นโดยผู้ก่อตั้งมหาวิทยาลัยมิธธาก สามารถเพิ่มพูนขีดความสามารถให้กับผู้ปลุกตื่นได้ \nตัวยาถูกปรุงขึ้นจากแกนเงินและยาสูตรลับ จนกลั่นออกมาเป็นสีสันประหลาดตา\nมอบ EXP ผู้ปลุกตื่น 2,000 หน่วย"
Item_9762_Name,aGfZ,d道具_Item_A.csv,38,Item,Name,,灵知制剂Ⅲ,สารสกัดญาณทัศนะ III
Item_9762_Desc,aGfX,d道具_Item_A.csv,38,Item,Desc,,由弥萨格大学创始人研究出的，能够提升唤醒体能力的制剂。由银芯与秘药调配而成，呈现出一种奇异的色泽。\n可以为唤醒体提供10000经验值。,"สารสกัดที่คิดค้นโดยผู้ก่อตั้งมหาวิทยาลัยมิธธาก สามารถเพิ่มพูนขีดความสามารถให้กับผู้ปลุกตื่นได้ \nตัวยาถูกปรุงขึ้นจากแกนเงินและยาสูตรลับ จนกลั่นออกมาเป็นสีสันประหลาดตา\nมอบ EXP ผู้ปลุกตื่น 10,000 หน่วย"
Item_10030_Name,aCLd,d道具_Item_A.csv,39,Item,Name,,淬制本能,ผลึกสัญชาตญาณ
Item_10030_Desc,aCLb,d道具_Item_A.csv,39,Item,Desc,,是的，万物皆可淬制。\n你的本能、你的理智，甚至你的心……\n到头来你会发现，你和他们其实也没什么不同。\n用以升格深海界域唤醒体的材料。,ใช่แล้ว ทุกสรรพสิ่งล้วนนำมาหลอมสกัดได้ \nทั้งสัญชาตญาณ เหตุและผล หรือแม้แต่หัวใจ \nท้ายที่สุดคุณจะพบว่า แท้จริงแล้วคุณเองก็ไม่ได้ต่างอะไรไปจากพวกมันเลย\nวัสดุเลื่อนขั้นของผู้ปลุกตื่นดินแดนเอควอ
Item_9758_Name,aGfJ,d道具_Item_A.csv,40,Item,Name,,淬制理智,ผลึกเหตุผล
Item_9758_Desc,aGfH,d道具_Item_A.csv,40,Item,Desc,,是的，万物皆可淬制。\n你的本能、你的理智，甚至你的心……\n到头来你会发现，你和他们其实也没什么不同。\n用以升格深海界域唤醒体的材料。,ใช่แล้ว ทุกสรรพสิ่งล้วนนำมาหลอมสกัดได้ \nทั้งสัญชาตญาณ เหตุและผล หรือแม้แต่หัวใจ \nท้ายที่สุดคุณจะพบว่า แท้จริงแล้วคุณเองก็ไม่ได้ต่างอะไรไปจากพวกมันเลย\nวัสดุเลื่อนขั้นของผู้ปลุกตื่นดินแดนเอควอ
Item_9971_Name,aGuN,d道具_Item_A.csv,41,Item,Name,,淬制心灵,ผลึกจิตวิญญาณ
Item_9971_Desc,aGuL,d道具_Item_A.csv,41,Item,Desc,,是的，万物皆可淬制。\n你的本能、你的理智，甚至你的心……\n到头来你会发现，你和他们其实也没什么不同。\n用以升格深海界域唤醒体的材料。,ใช่แล้ว ทุกสรรพสิ่งล้วนนำมาหลอมสกัดได้ \nทั้งสัญชาตญาณ เหตุและผล หรือแม้แต่หัวใจ \nท้ายที่สุดคุณจะพบว่า แท้จริงแล้วคุณเองก็ไม่ได้ต่างอะไรไปจากพวกมันเลย\nวัสดุเลื่อนขั้นของผู้ปลุกตื่นดินแดนเอควอ
Item_9755_Name,aGfx,d道具_Item_A.csv,42,Item,Name,,记忆副本,สำเนาความทรงจำ
Item_9755_Desc,aGfv,d道具_Item_A.csv,42,Item,Desc,,为了人类存续。\n被保存在画框里的记忆。用以升格血肉界域唤醒体的材料。,เพื่อความอยู่รอดของมวลมนุษยชาติ\nความทรงจำที่ถูกกักเก็บไว้ภายในกรอบรูป\nวัสดุเลื่อนขั้นของผู้ปลุกตื่นดินแดนคาโร
Item_9740_Name,aGet,d道具_Item_A.csv,43,Item,Name,,情感副本,สำเนาอารมณ์
Item_9740_Desc,aGer,d道具_Item_A.csv,43,Item,Desc,,为了人类存续。\n被保存在画框里的情感。用以升格血肉界域唤醒体的材料。,เพื่อความอยู่รอดของมวลมนุษยชาติ\nอารมณ์ที่ถูกกักเก็บไว้ภายในกรอบรูป\nวัสดุเลื่อนขั้นของผู้ปลุกตื่นดินแดนคาโร
Item_9925_Name,aGrF,d道具_Item_A.csv,44,Item,Name,,意识副本,สำเนาจิตสำนึก
Item_9925_Desc,aGrD,d道具_Item_A.csv,44,Item,Desc,,为了人类存续。\n被保存在画框里的意识。用以升格血肉界域唤醒体的材料。,เพื่อความอยู่รอดของมวลมนุษยชาติ\nจิตสำนึกที่ถูกกักเก็บไว้ภายในกรอบรูป\nวัสดุเลื่อนขั้นของผู้ปลุกตื่นดินแดนคาโร
Item_10044_Name,aCMd,d道具_Item_A.csv,45,Item,Name,,认知模板,แม่แบบการรับรู้
Item_10044_Desc,aCMb,d道具_Item_A.csv,45,Item,Desc,,给予我们未可知晓的认知。\n源自菲林诗社的特殊胶片，能转写人的认知。\n用以升格超维界域唤醒体的材料。,มอบการรับรู้ที่ไม่อาจหยั่งถึงให้แก่พวกเรา\nแผ่นฟิล์มพิเศษจากสมาคมกวีฟิล์มที่สามารถคัดลอกและถ่ายโอนการรับรู้ของมนุษย์ได้\nวัสดุเลื่อนขั้นของผู้ปลุกตื่นดินแดนอัลตร้า
Item_9904_Name,aGqd,d道具_Item_A.csv,46,Item,Name,,精神模板,แม่แบบจิตใจ
Item_9904_Desc,aGqb,d道具_Item_A.csv,46,Item,Desc,,给予我们未可知晓的精神。\n源自菲林诗社的特殊胶片，能转写人的精神。\n用以升格超维界域唤醒体的材料。,มอบจิตวิญญาณที่ไม่อาจหยั่งถึงให้แก่พวกเรา\nแผ่นฟิล์มพิเศษจากสมาคมกวีฟิล์มที่สามารถคัดลอกและถ่ายโอนการจิตใจของมนุษย์ได้\nวัสดุเลื่อนขั้นของผู้ปลุกตื่นดินแดนอัลตร้า
Item_9768_Name,aGgx,d道具_Item_A.csv,47,Item,Name,,灵知模板,แม่แบบญาณปัญญา
Item_9768_Desc,aGgv,d道具_Item_A.csv,47,Item,Desc,,给予我们未可知晓的灵知。\n源自菲林诗社的特殊胶片，能转写人的灵知。\n用以升格超维界域唤醒体的材料。,มอบญาณปัญญาที่ไม่อาจหยั่งถึงให้แก่พวกเรา\nแผ่นฟิล์มพิเศษจากสมาคมกวีฟิล์มที่สามารถคัดลอกและถ่ายโอนญาณปัญญาของมนุษย์ได้\nวัสดุเลื่อนขั้นของผู้ปลุกตื่นดินแดนอัลตร้า
Item_9940_Name,aGsx,d道具_Item_A.csv,48,Item,Name,,纯白残片,เศษจารึกขาวบริสุทธิ์
Item_9940_Desc,aGsv,d道具_Item_A.csv,48,Item,Desc,,历史会重演，宇宙可能除外。\n记载了神秘文字的残页，用以升格混沌界域唤醒体的材料。,ประวัติศาสตร์มักจะซ้ำรอยเดิม แต่บางทีจักรวาลอาจเป็นข้อยกเว้น\nเศษหน้ากระดาษที่จารึกอักขระปริศนาเอาไว้\nวัสดุเลื่อนขั้นของผู้ปลุกตื่นดินแดนเคออส
Item_9793_Name,aGit,d道具_Item_A.csv,49,Item,Name,,纯白文书,เอกสารขาวบริสุทธิ์
Item_9793_Desc,aGir,d道具_Item_A.csv,49,Item,Desc,,历史会重演，宇宙可能除外。\n记载了神秘文字的文书，用以升格混沌界域唤醒体的材料。,ประวัติศาสตร์มักจะซ้ำรอยเดิม แต่บางทีจักรวาลอาจเป็นข้อยกเว้น\nเอกสารที่จารึกอักขระปริศนาเอาไว้\nวัสดุเลื่อนขั้นของผู้ปลุกตื่นดินแดนเคออส
Item_9799_Name,aGiR,d道具_Item_A.csv,50,Item,Name,,纯白秘篇,คัมภีร์ลับขาวบริสุทธิ์
Item_9799_Desc,aGiP,d道具_Item_A.csv,50,Item,Desc,,历史会重演，宇宙可能除外。\n记载了神秘文字的秘篇，用以升格混沌界域唤醒体的材料。,ประวัติศาสตร์มักจะซ้ำรอยเดิม แต่บางทีจักรวาลอาจเป็นข้อยกเว้น\nม้วนคัมภีร์ที่จารึกอักขระปริศนาเอาไว้\nวัสดุเลื่อนขั้นของผู้ปลุกตื่นดินแดนเคออส
Item_9825_Name,aGkx,d道具_Item_A.csv,51,Item,Name,,失色晶蝶,ผลึกผีเสื้อหม่นแสง
Item_9825_Desc,aGkv,d道具_Item_A.csv,51,Item,Desc,,它并非工艺品，而是蝴蝶撞上炼金术师后的悲惨结局。\n平凡的水晶蝴蝶。用于提升混沌界域唤醒体的技能等级。,มันไม่ใช่งานประดิษฐ์หรอกนะ แต่มันคือจุดจบอันน่าเวทนาของผีเสื้อที่บังเอิญได้พบเจอกับนักเล่นแร่แปรธาตุเข้าต่างหาก\nผีเสื้อคริสตัลธรรมดาๆ \nวัสดุอัปเกรดสกิลของผู้ปลุกตื่นดินแดนเคออส
Item_9621_Name,aFVx,d道具_Item_A.csv,52,Item,Name,,闪耀晶蝶,ผลึกผีเสื้อทอประกายแสง
Item_9621_Desc,aFVv,d道具_Item_A.csv,52,Item,Desc,,翅膀只负责提供美丽，价值五片什。\n闪耀的水晶蝴蝶。身体大部分已被结晶化。\n用于提升混沌界域唤醒体的技能等级。,ปีกของมันไม่มีประโยชน์อะไรอีกแล้วนอกจากนำไปทำเครื่องประดับ น่าจะขายได้แค่ห้าชิ้น...ประมาณนั้นล่ะ\nผีเสื้อคริสตัลอันเปล่งประกาย ร่างกายส่วนใหญ่ของมันถูกเปลี่ยนสภาพให้กลายเป็นผลึก\nวัสดุอัปเกรดสกิลของผู้ปลุกตื่นดินแดนเคออส
Item_9769_Name,aGgB,d道具_Item_A.csv,53,Item,Name,,混沌结晶,ผลึกโกลาหล
Item_9769_Desc,aGgz,d道具_Item_A.csv,53,Item,Desc,,扇动的翅膀有助于产生龙卷风，或是花粉过敏。\n成群的水晶蝴蝶。用于提升混沌界域唤醒体的技能等级。,การขยับปีกของมันอาจก่อให้เกิดพายุทอร์นาโด หรือไม่ก็แค่ทำให้ใครบางคนแพ้เกสรดอกไม้\nฝูงผีเสื้อคริสตัลที่รวมตัวกันเป็นกลุ่มก้อน\nวัสดุอัปเกรดสกิลของผู้ปลุกตื่นดินแดนเคออส
Item_9771_Name,aGgJ,d道具_Item_A.csv,54,Item,Name,,低茎海百合,ลิลลี่ทะเลก้านสั้น
Item_9771_Desc,aGgH,d道具_Item_A.csv,54,Item,Desc,,花语：离我远点。\n低茎海百合的化石。用于提升深海界域唤醒体的技能等级。,ภาษาดอกไม้: ถอยไปให้ห่างจากฉัน\nซากฟอสซิลของไครนอยด์ก้านสั้น\nวัสดุอัปเกรดสกิลของผู้ปลุกตื่นดินแดนเอควอ
Item_10117_Name,aCRp,d道具_Item_A.csv,55,Item,Name,,高茎海百合,ลิลลี่ทะเลก้านยาว
Item_10117_Desc,aCRn,d道具_Item_A.csv,55,Item,Desc,,数亿年前，它们在温暖的海洋中称霸一方。\n高茎海百合的化石。用于提升深海界域唤醒体的技能等级。,เมื่อหลายร้อยล้านปีก่อน พวกมันเคยเป็นผู้ครองผืนสมุทรอันอบอุ่น\nซากฟอสซิลของไครนอยด์ก้านยาว\nวัสดุอัปเกรดสกิลของผู้ปลุกตื่นดินแดนเอควอ
Item_9812_Name,aGjJ,d道具_Item_A.csv,56,Item,Name,,尤因他百合,ยูอินทาไครนัส
Item_9812_Desc,aGjH,d道具_Item_A.csv,56,Item,Desc,,他们相约一起杀戮，在海百合盛开的春天。\n尤因他海百合的化石。用于提升深海界域唤醒体的技能等级。,พวกมันนัดหมายกันออกเข่นฆ่า ในฤดูใบไม้ผลิที่เหล่าลิลลี่ทะเลเบ่งบาน\nซากฟอสซิลของสิ่งมีชีวิตยุคอีโอซีน\nวัสดุอัปเกรดสกิลของผู้ปลุกตื่นดินแดนเอควอ
Item_9549_Name,aFQh,d道具_Item_A.csv,57,Item,Name,,风干虫蛹,ดักแด้แห้งกรัง
Item_9549_Desc,aFQf,d道具_Item_A.csv,57,Item,Desc,,漏风的家。总比没有的好。\n被遗留的蛹壳。用于提升血肉界域唤醒体的技能等级。,บ้านที่มีลมรั่วโกรกก็ยังดีกว่าไม่มีที่ซุกหัวนอน\nเปลือกดักแด้ที่ถูกทิ้งเอาไว้\nวัสดุอัปเกรดสกิลของผู้ปลุกตื่นดินแดนคาโร
Item_9601_Name,aFTZ,d道具_Item_A.csv,58,Item,Name,,原生虫蛹,ดักแด้หนอน
Item_9601_Desc,aFTX,d道具_Item_A.csv,58,Item,Desc,,蠕动，扭曲，我们阴暗爬行……嘶……嘶……\n被寄生的虫蛹。用于提升血肉界域唤醒体的技能等级。,คืบคลาน บิดเบี้ยว พวกเราไถลตัวไปในเงามืด... แซ่ก... แซ่ก...\nดักแด้ที่ถูกสภาวะปรสิตเข้าครอบงำ\nวัสดุอัปเกรดสกิลของผู้ปลุกตื่นดินแดนคาโร
Item_9671_Name,aFZl,d道具_Item_A.csv,59,Item,Name,,芽孢聚合物,สปอร์พอลิเมอร์
Item_9671_Desc,aFZj,d道具_Item_A.csv,59,Item,Desc,,芽孢又做错了什么呢，它们只是想有个家罢了。\n虫蛹和它的芽孢邻居。用于提升血肉界域唤醒体的技能等级。,แล้วพวกสปอร์ทำผิดอะไรล่ะ? พวกมันก็แค่อยากจะมีบ้านเท่านั้นเอง\nดักแด้แมลงและเพื่อนบ้านสปอร์ของมัน\nวัสดุอัปเกรดสกิลของผู้ปลุกตื่นดินแดนคาโร
Item_9726_Name,aGdt,d道具_Item_A.csv,60,Item,Name,,残破矿晶,เศษผลึกแร่แตกหัก
Item_9726_Desc,aGdr,d道具_Item_A.csv,60,Item,Desc,,这下没人敢用它来占卜吉凶了吧。\n被融蚀浆覆盖的紫色水晶，用于提升超维界域唤醒体的技能等级。,คราวนี้คงไม่มีใครกล้าใช้มันทำนายโชคชะตาอีกแล้วสินะ\nผลึกคริสตัลสีม่วงที่ถูกปกคลุมด้วยเมือกกร่อนสลาย\nวัสดุอัปเกรดสกิลของผู้ปลุกตื่นดินแดนอัลตร้า
