SRC ROW,Key,ShortKey,Source,Row,Module,Field,Character,CN,TH,,,,,
36350,Stage_7743_Name,aUVc,g关卡_Stage_A.csv,480,Stage,Name,,浑浊残像Ⅰ,เงาตกค้างไร้ระเบียบ I,,,,,
36351,Stage_7743_Desc,aUVb,g关卡_Stage_A.csv,480,Stage,Desc,,早在群星诞生之前，它们便存在于此。\n它们既是虚无，也是一切。,พวกมันมีอยู่นานก่อนที่ดวงดาวจะถือกำเนิด\nพวกมันเป็นทั้งความว่างเปล่าและทุกสิ่ง,,,,,
36352,Stage_8099_Name,aVrw,g关卡_Stage_A.csv,481,Stage,Name,,浑浊残像Ⅱ,เงาตกค้างไร้ระเบียบ II,,,,,
36353,Stage_8099_Desc,aVrv,g关卡_Stage_A.csv,481,Stage,Desc,,早在群星诞生之前，它们便存在于此。\n它们既是虚无，也是一切。,พวกมันมีอยู่นานก่อนที่ดวงดาวจะถือกำเนิด\nพวกมันเป็นทั้งความว่างเปล่าและทุกสิ่ง,,,,,
36354,Stage_8034_Name,aVnP,g关卡_Stage_A.csv,482,Stage,Name,,浑浊残像Ⅲ,เงาตกค้างไร้ระเบียบ III,,,,,
36355,Stage_8034_Desc,aVnO,g关卡_Stage_A.csv,482,Stage,Desc,,早在群星诞生之前，它们便存在于此。\n它们既是虚无，也是一切。,พวกมันมีอยู่นานก่อนที่ดวงดาวจะถือกำเนิด\nพวกมันเป็นทั้งความว่างเปล่าและทุกสิ่ง,,,,,
36356,Stage_7856_Name,aVdj,g关卡_Stage_A.csv,483,Stage,Name,,浑浊残像Ⅳ,เงาตกค้างไร้ระเบียบ IV,,,,,
36357,Stage_7856_Desc,aVdi,g关卡_Stage_A.csv,483,Stage,Desc,,早在群星诞生之前，它们便存在于此。\n它们既是虚无，也是一切。,พวกมันมีอยู่นานก่อนที่ดวงดาวจะถือกำเนิด\nพวกมันเป็นทั้งความว่างเปล่าและทุกสิ่ง,,,,,
36358,Stage_7637_Name,aUzH,g关卡_Stage_A.csv,484,Stage,Name,,浑浊残像Ⅴ,เงาตกค้างไร้ระเบียบ V,,,,,
36359,Stage_7637_Desc,aUzG,g关卡_Stage_A.csv,484,Stage,Desc,,早在群星诞生之前，它们便存在于此。\n它们既是虚无，也是一切。,พวกมันมีอยู่นานก่อนที่ดวงดาวจะถือกำเนิด\nพวกมันเป็นทั้งความว่างเปล่าและทุกสิ่ง,,,,,
,,,,,,,,,,,,,,
12351,FeatureUnlock_17017_FeatureName,aCpl,g功能解锁_FeatureUnlock_A.csv,54,FeatureUnlock,FeatureName,,海渊残像,เงาตกค้างก้นสมุทร,,,,,
12352,FeatureUnlock_17017_LockTip,aCpm,g功能解锁_FeatureUnlock_A.csv,54,FeatureUnlock,LockTip,,完成 「调查行动」1-13·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 1-13: ปกติ",,,,,
46281,StageGroup_15915_Name,aRbe,g关卡组_StageGroup_A.csv,45,StageGroup,Name,,海渊残像,เงาตกค้างก้นสมุทร,,,,,
46282,StageGroup_15915_Desc,aRbd,g关卡组_StageGroup_A.csv,45,StageGroup,Desc,,它们无言地守护着海洋的秘密，灵魂和宇宙一样深沉。,พวกมันเฝ้าปกปักความลับของมหาสมุทรอย่างเงียบงันด้วยวิญญาณที่ลึกล้ำดุจจักรวาล,,,,,
46283,StageGroup_15915_TypeText,aRbg,g关卡组_StageGroup_A.csv,45,StageGroup,TypeText,,海渊残像,เงาตกค้างก้นสมุทร,,,,,
46284,StageGroup_15915_StageGroupRewardDescription,aRbf,g关卡组_StageGroup_A.csv,45,StageGroup,StageGroupRewardDescription,,<Black:升格素材>,<Black:วัสดุเลื่อนขั้นตัวละคร>,,,,,
36360,Stage_7863_Name,aVdE,g关卡_Stage_A.csv,485,Stage,Name,,海渊残像Ⅰ,เงาตกค้างก้นสมุทร I,,,,,
36361,Stage_7863_Desc,aVdD,g关卡_Stage_A.csv,485,Stage,Desc,,它们无言地守护着海洋的秘密，灵魂和宇宙一样深沉。,พวกมันเฝ้าปกปักความลับของมหาสมุทรอย่างเงียบงันด้วยวิญญาณที่ลึกล้ำดุจจักรวาล,,,,,
36362,Stage_7857_Name,aVdm,g关卡_Stage_A.csv,486,Stage,Name,,海渊残像Ⅱ,เงาตกค้างก้นสมุทร II,,,,,
36363,Stage_7857_Desc,aVdl,g关卡_Stage_A.csv,486,Stage,Desc,,它们无言地守护着海洋的秘密，灵魂和宇宙一样深沉。,พวกมันเฝ้าปกปักความลับของมหาสมุทรอย่างเงียบงันด้วยวิญญาณที่ลึกล้ำดุจจักรวาล,,,,,
36364,Stage_7862_Name,aVdB,g关卡_Stage_A.csv,487,Stage,Name,,海渊残像Ⅲ,เงาตกค้างก้นสมุทร III,,,,,
36365,Stage_7862_Desc,aVdA,g关卡_Stage_A.csv,487,Stage,Desc,,它们无言地守护着海洋的秘密，灵魂和宇宙一样深沉。,พวกมันเฝ้าปกปักความลับของมหาสมุทรอย่างเงียบงันด้วยวิญญาณที่ลึกล้ำดุจจักรวาล,,,,,
36366,Stage_8100_Name,aVrz,g关卡_Stage_A.csv,488,Stage,Name,,海渊残像Ⅳ,เงาตกค้างก้นสมุทร IV,,,,,
36367,Stage_8100_Desc,aVry,g关卡_Stage_A.csv,488,Stage,Desc,,它们无言地守护着海洋的秘密，灵魂和宇宙一样深沉。,พวกมันเฝ้าปกปักความลับของมหาสมุทรอย่างเงียบงันด้วยวิญญาณที่ลึกล้ำดุจจักรวาล,,,,,
36368,Stage_7638_Name,aUzK,g关卡_Stage_A.csv,489,Stage,Name,,海渊残像Ⅴ,เงาตกค้างก้นสมุทร V,,,,,
36369,Stage_7638_Desc,aUzJ,g关卡_Stage_A.csv,489,Stage,Desc,,它们无言地守护着海洋的秘密，灵魂和宇宙一样深沉。,พวกมันเฝ้าปกปักความลับของมหาสมุทรอย่างเงียบงันด้วยวิญญาณที่ลึกล้ำดุจจักรวาล,,,,,
,,,,,,,,,,,,,,
12353,FeatureUnlock_17006_FeatureName,aCoE,g功能解锁_FeatureUnlock_A.csv,55,FeatureUnlock,FeatureName,,เงาตกค้างแห่งกายา,เงาตกค้างแห่งกายา,,,,,
12354,FeatureUnlock_17006_LockTip,aCoF,g功能解锁_FeatureUnlock_A.csv,55,FeatureUnlock,LockTip,,完成 「调查行动」1-13·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 1-13: ปกติ",,,,,
46285,StageGroup_15887_Name,aQYW,g关卡组_StageGroup_A.csv,46,StageGroup,Name,,器质残像,เงาตกค้างแห่งกายา,,,,,
46286,StageGroup_15887_Desc,aQYV,g关卡组_StageGroup_A.csv,46,StageGroup,Desc,,献上血肉铸就的现实吧，它们是永不餍足的深渊。,จงอุทิศความเป็นจริงซึ่งหล่อเลี้ยงเลือดเนื้อแก่พวกมัน พวกมันคือขุมนรกที่หิวกระหายไม่รู้จบ,,,,,
46287,StageGroup_15887_TypeText,aQYY,g关卡组_StageGroup_A.csv,46,StageGroup,TypeText,,器质残像,เงาตกค้างแห่งกายา,,,,,
46288,StageGroup_15887_StageGroupRewardDescription,aQYX,g关卡组_StageGroup_A.csv,46,StageGroup,StageGroupRewardDescription,,<Black:升格素材>,<Black:วัสดุเลื่อนขั้นตัวละคร>,,,,,
36370,Stage_7640_Name,aUAf,g关卡_Stage_A.csv,490,Stage,Name,,器质残像Ⅰ,เงาตกค้างแห่งกายา I,,,,,
36371,Stage_7640_Desc,aUAe,g关卡_Stage_A.csv,490,Stage,Desc,,献上血肉铸就的现实吧，它们是永不餍足的深渊。,จงอุทิศความเป็นจริงซึ่งหล่อเลี้ยงเลือดเนื้อแก่พวกมัน พวกมันคือขุมนรกที่หิวกระหายไม่รู้จบ,,,,,
36372,Stage_7725_Name,aUUa,g关卡_Stage_A.csv,491,Stage,Name,,器质残像Ⅱ,เงาตกค้างแห่งกายา II,,,,,
36373,Stage_7725_Desc,aUTZ,g关卡_Stage_A.csv,491,Stage,Desc,,献上血肉铸就的现实吧，它们是永不餍足的深渊。,จงอุทิศความเป็นจริงซึ่งหล่อเลี้ยงเลือดเนื้อแก่พวกมัน พวกมันคือขุมนรกที่หิวกระหายไม่รู้จบ,,,,,
36374,Stage_7952_Name,aViX,g关卡_Stage_A.csv,492,Stage,Name,,器质残像Ⅲ,เงาตกค้างแห่งกายา III,,,,,
36375,Stage_7952_Desc,aViW,g关卡_Stage_A.csv,492,Stage,Desc,,献上血肉铸就的现实吧，它们是永不餍足的深渊。,จงอุทิศความเป็นจริงซึ่งหล่อเลี้ยงเลือดเนื้อแก่พวกมัน พวกมันคือขุมนรกที่หิวกระหายไม่รู้จบ,,,,,
36376,Stage_7922_Name,aVhl,g关卡_Stage_A.csv,493,Stage,Name,,器质残像Ⅳ,เงาตกค้างแห่งกายา IV,,,,,
36377,Stage_7922_Desc,aVhk,g关卡_Stage_A.csv,493,Stage,Desc,,献上血肉铸就的现实吧，它们是永不餍足的深渊。,จงอุทิศความเป็นจริงซึ่งหล่อเลี้ยงเลือดเนื้อแก่พวกมัน พวกมันคือขุมนรกที่หิวกระหายไม่รู้จบ,,,,,
36378,Stage_7716_Name,aUTz,g关卡_Stage_A.csv,494,Stage,Name,,器质残像Ⅴ,เงาตกค้างแห่งกายา V,,,,,
36379,Stage_7716_Desc,aUTy,g关卡_Stage_A.csv,494,Stage,Desc,,献上血肉铸就的现实吧，它们是永不餍足的深渊。,จงอุทิศความเป็นจริงซึ่งหล่อเลี้ยงเลือดเนื้อแก่พวกมัน พวกมันคือขุมนรกที่หิวกระหายไม่รู้จบ,,,,,
,,,,,,,,,,,,,,
12355,FeatureUnlock_17007_FeatureName,aCoH,g功能解锁_FeatureUnlock_A.csv,56,FeatureUnlock,FeatureName,,维度残像,เงาตกค้างห้วงมิติ,,,,,
12356,FeatureUnlock_17007_LockTip,aCoI,g功能解锁_FeatureUnlock_A.csv,56,FeatureUnlock,LockTip,,完成 「调查行动」1-13·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 1-13: ปกติ",,,,,
46289,StageGroup_15872_Name,aQXO,g关卡组_StageGroup_A.csv,47,StageGroup,Name,,维度残像,เงาตกค้างห้วงมิติ,,,,,
46290,StageGroup_15872_Desc,aQXN,g关卡组_StageGroup_A.csv,47,StageGroup,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี,,,,,
46291,StageGroup_15872_TypeText,aQXQ,g关卡组_StageGroup_A.csv,47,StageGroup,TypeText,,维度残像,มิติเงาตกค้าง,,,,,
46292,StageGroup_15872_StageGroupRewardDescription,aQXP,g关卡组_StageGroup_A.csv,47,StageGroup,StageGroupRewardDescription,,<Black:升格素材>,<Black:วัสดุเลื่อนขั้นตัวละคร>,,,,,
36380,Stage_7860_Name,aVdv,g关卡_Stage_A.csv,495,Stage,Name,,维度残像Ⅰ,เงาตกค้างห้วงมิติ I,,,,,
36381,Stage_7860_Desc,aVdu,g关卡_Stage_A.csv,495,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี,,,,,
36382,Stage_7635_Name,aUzB,g关卡_Stage_A.csv,496,Stage,Name,,维度残像Ⅱ,เงาตกค้างห้วงมิติ II,,,,,
36383,Stage_7635_Desc,aUzA,g关卡_Stage_A.csv,496,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี,,,,,
36384,Stage_8097_Name,aVrq,g关卡_Stage_A.csv,497,Stage,Name,,维度残像Ⅲ,เงาตกค้างห้วงมิติ III,,,,,
36385,Stage_8097_Desc,aVrp,g关卡_Stage_A.csv,497,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี,,,,,
36386,Stage_8108_Name,aVrX,g关卡_Stage_A.csv,498,Stage,Name,,维度残像Ⅳ,เงาตกค้างห้วงมิติ IV,,,,,
36387,Stage_8108_Desc,aVrW,g关卡_Stage_A.csv,498,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี,,,,,
36388,Stage_8073_Name,aVpW,g关卡_Stage_A.csv,499,Stage,Name,,维度残像Ⅴ,เงาตกค้างห้วงมิติ V,,,,,
36389,Stage_8073_Desc,aVpV,g关卡_Stage_A.csv,499,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี,,,,,
,,,,,,,,,,,,,,
12360,FeatureUnlock_17035_UnlockDesc,aCqp,g功能解锁_FeatureUnlock_A.csv,58,FeatureUnlock,UnlockDesc,,<FeatureUnlockTitle:融蚀之墟·特别试炼现已开启>\n\n<FeatureUnlockDesc:\n厌倦了庸常的试炼，这次你将潜往超越万古的意识深处……\n可利用界域特点，轻松获取唤醒体技能升级所需材料。>,<FeatureUnlockTitle:ซากปรักหักพังกร่อนสลาย·บททดสอบพิเศษเปิดแล้ว>\n\n<FeatureUnlockDesc:\nเบื่อหน่ายกับการทดสอบอันธรรมดาสามัญแล้วสินะ คราวนี้จะได้ดำดิ่งสู่ห้วงจิตสำนึกที่เหนือกาล…\nอาศัยความสามารถของ ‘ดินแดน’ เพื่อเก็บวัสดุอัปเกรดสกิลของร่างปลุกตื่นได้อย่างง่ายดาย>,,,,,
,,,,,,,,,,,,,,
12359,FeatureUnlock_17035_FeatureName,aCqn,g功能解锁_FeatureUnlock_A.csv,58,FeatureUnlock,FeatureName,,混沌集群,กลุ่มก้อนแห่งความโกลาหล,,,,,
12361,FeatureUnlock_17035_LockTip,aCqo,g功能解锁_FeatureUnlock_A.csv,58,FeatureUnlock,LockTip,,调查等级 25 级 解锁,ปลดล็อคเมื่อเลเวลการสืบสวนถึง 25,,,,,
46293,StageGroup_15904_Name,aRam,g关卡组_StageGroup_A.csv,48,StageGroup,Name,,混沌集群,กลุ่มก้อนแห่งความโกลาหล,,,,,
46294,StageGroup_15904_Desc,aRal,g关卡组_StageGroup_A.csv,48,StageGroup,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,กองของสิ่งที่หยาบคายและยังไม่ได้ย่อย คนเรียกสิ่งนั้นว่าสิ่งปฏิกูล หรือความวุ่นวาย \nโลกเกิดจากสิ่งปฏิกูล,,,,,
46295,StageGroup_15904_TypeText,aRao,g关卡组_StageGroup_A.csv,48,StageGroup,TypeText,,混沌集群,กลุ่มก้อนแห่งความโกลาหล,,,,,
46296,StageGroup_15904_StageGroupRewardDescription,aRan,g关卡组_StageGroup_A.csv,48,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:วัสดุอัปเกรดสกิล>,,,,,
36390,Stage_7888_Name,aVfn,g关卡_Stage_A.csv,500,Stage,Name,,混沌集群Ⅰ,กลุ่มก้อนแห่งความโกลาหล I,,,,,
